Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklWon,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Dribbler_Tkl,Tkl_Att,Tkl%,Dribbled_past,Total_blocks,Shots_Blocked,Passes_Blocked,Int,Tkl+Int,Clr,Err,Gls,Total_shots,SoT,SoT%,shots/90,SoT/90,G/Sh,G/SoT,avg_shot_distance,freekick_shots,PK_scored,PKatt,xG,npxG,npxG/Sh,G-xG,npG-npxG,SCA,SCA90,live_pass_to_shot,dead_pass_to_shot,Drib_to_shot,Shot_to_shot,Foul_drawn_to_shot,Def_action_to_shot,GCA,GCA90,live_pass_to_goal,dead_pass_to_goal,Drib_to_goal,Shot_to_goal,Foul_drawn_to_goal,Def_action_to_goal,passes_cmp,passes_att,passes_cmp%,Pass_total_dist,Prg_pass_dist,pass_5_15_cmp,pass_5_15_att,pass_5_15_cmp%,pass_15_30_cmp,pass_15_30_att,pass_15_30_cmp%,pass_30_cmp,pass_30_att,pass_30_cmp%,Ast,xAG,xA,A-xAG,direct_pass_to_shot,pass_into_att_3rd,pass_cmp_into_18_yards,cross_cmp_into_18_yards,prg_pass_opponent_area,MP,Starts,Min,G-PK,CrdY,CrdR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,npxG+xAG,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG.1,Live_ball_passes,Dead_ball_passes,FK_pass,pass_betn_defender,pass_40_yards,Crs,Thrown_Ins,CK,Inswinging_CK,Outswinging_CK,Straight_CK,offiside_passes,pass_blocked_by_opponent,Touches,Touches_def_penalty_area,Touches_def_3rd,Touches_mid_3rd,Touches_att_3rd,Touches_att_penalty_area,Touches_live_ball,Dribble_succ,Dribble_att,Dribble_succ%,failed_ball_control,lost_ball_after_tackle,received_pass_successfully,prog_pass_received,2CrdY,Foul_commited,Foul_drawn,Offsides,Tackles_to_win_possession,PKwon,PKcon,OG,recovered_balls,Aerial_duel_won,Aerial_duel_lost,Aerial_duel_won%
Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,25,1996,30.4,27.0,18,16.0,11.0,0.0,14.0,24.0,58.3,10.0,24.0,14.0,10.0,24,51.0,127.0,1.0,2,25,7,28.0,0.82,0.23,0.08,0.29,9.4,0.0,0,0,2.5,2.5,0.1,-0.5,-0.5,15.0,0.49,10.0,0.0,0.0,4.0,1.0,0.0,4.0,0.13,3.0,0.0,0.0,0.0,1.0,0.0,1959.0,2204.0,88.9,40414.0,15329.0,613.0,660.0,92.9,1050.0,1106.0,94.9,277.0,398.0,69.6,2,0.3,0.3,1.7,4.0,118.0,2.0,0.0,83.0,31,31,2735,2,3,1,0.07,0.07,0.13,0.07,0.13,2.9,0.08,0.01,0.1,0.08,0.1,2127.0,74.0,69.0,2.0,41.0,1,5.0,0.0,0.0,0.0,0.0,3.0,12.0,2471.0,221.0,1146.0,1273.0,59.0,34.0,2471.0,5.0,6.0,83.3,7.0,4.0,1847.0,0.0,0,20,16,1,18,1.0,2.0,0,154.0,95.0,51.0,65.1
Sergio Aguero,ar ARG,FW,Barcelona,es La Liga,33,1988,1.7,1.0,1,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1,6,1,16.7,3.58,0.6,0.17,1.0,12.0,0.0,0,0,1.2,1.2,0.19,-0.2,-0.2,3.0,1.78,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,42.0,71.4,396.0,45.0,14.0,20.0,70.0,12.0,15.0,80.0,0.0,0.0,,0,0.2,0.2,-0.2,1.0,3.0,0.0,0.0,2.0,4,2,151,1,0,0,0.6,0.0,0.6,0.6,0.6,1.4,0.69,0.11,0.8,0.69,0.8,40.0,2.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,1.0,26.0,31.0,15.0,57.0,1.0,2.0,50.0,4.0,1.0,51.0,9.0,0,1,2,1,1,0.0,0.0,0,3.0,3.0,2.0,60.0
Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,28,1993,23.8,78.0,53,39.0,32.0,7.0,43.0,68.0,63.2,25.0,19.0,4.0,15.0,44,122.0,57.0,0.0,0,10,2,20.0,0.42,0.08,0.0,0.0,22.8,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,32.0,1.35,25.0,3.0,1.0,1.0,2.0,0.0,4.0,0.17,3.0,1.0,0.0,0.0,0.0,0.0,1435.0,1728.0,83.0,23194.0,8766.0,745.0,806.0,92.4,559.0,658.0,85.0,93.0,178.0,52.2,2,1.6,2.9,0.4,12.0,124.0,32.0,5.0,113.0,28,22,2140,0,4,0,0.0,0.08,0.08,0.0,0.08,2.1,0.02,0.07,0.09,0.02,0.09,1445.0,277.0,34.0,4.0,16.0,64,242.0,1.0,0.0,1.0,0.0,6.0,27.0,1975.0,77.0,507.0,1008.0,478.0,27.0,1975.0,5.0,11.0,45.5,31.0,5.0,1185.0,56.0,0,32,29,1,53,0.0,0.0,1,157.0,33.0,40.0,45.2
Alvaro Aguirre,es ESP,FW,Rayo Vallecano,es La Liga,21,2000,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,35.0,0.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,,1.0,0.0,2.0,0.0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,
Naouirou Ahamada,fr FRA,"MF,DF",Stuttgart,de Bundesliga,19,2002,0.7,1.0,0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,32.0,87.5,501.0,62.0,14.0,15.0,93.3,10.0,11.0,90.9,4.0,6.0,66.7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3,0,61,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,5.0,27.0,6.0,0.0,38.0,0.0,0.0,,3.0,0.0,31.0,1.0,0,2,1,0,0,0.0,0.0,0,4.0,1.0,3.0,25.0
Anel Ahmedhodzic,ba BIH,DF,Bordeaux,fr Ligue 1,22,1999,15.0,38.0,26,27.0,9.0,2.0,20.0,31.0,64.5,11.0,16.0,8.0,8.0,22,60.0,44.0,0.0,0,8,4,50.0,0.53,0.27,0.0,0.0,16.0,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5,20.0,1.33,16.0,1.0,0.0,2.0,0.0,1.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,766.0,858.0,89.3,14146.0,4562.0,310.0,333.0,93.1,353.0,381.0,92.7,89.0,120.0,74.2,1,1.0,0.4,0.0,11.0,39.0,5.0,1.0,54.0,15,15,1350,0,6,0,0.0,0.07,0.07,0.0,0.07,1.5,0.03,0.07,0.1,0.03,0.1,826.0,31.0,23.0,0.0,7.0,6,8.0,0.0,0.0,0.0,0.0,1.0,3.0,1006.0,94.0,459.0,494.0,60.0,13.0,1006.0,1.0,4.0,25.0,8.0,5.0,667.0,10.0,0,21,10,0,26,0.0,0.0,0,108.0,18.0,13.0,58.1
Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,27,1994,11.2,16.0,9,4.0,9.0,3.0,5.0,19.0,26.3,14.0,8.0,1.0,7.0,19,35.0,7.0,0.0,1,17,2,11.8,1.52,0.18,0.06,0.5,21.2,0.0,0,0,2.2,2.2,0.13,-1.2,-1.2,23.0,2.06,19.0,0.0,1.0,1.0,1.0,1.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0,339.0,412.0,82.3,5149.0,1077.0,164.0,191.0,85.9,131.0,147.0,89.1,21.0,37.0,56.8,1,0.9,1.0,0.1,6.0,23.0,9.0,1.0,29.0,25,11,1004,1,2,0,0.09,0.09,0.18,0.09,0.18,3.1,0.19,0.08,0.28,0.19,0.28,404.0,8.0,8.0,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,11.0,536.0,11.0,83.0,317.0,145.0,17.0,536.0,11.0,23.0,47.8,21.0,10.0,339.0,31.0,0,21,20,0,9,0.0,0.0,0,77.0,14.0,5.0,73.7
Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,25,1995,29.3,39.0,26,28.0,10.0,1.0,17.0,31.0,54.8,14.0,23.0,13.0,10.0,38,77.0,96.0,3.0,0,6,1,16.7,0.2,0.03,0.0,0.0,13.3,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5,16.0,0.55,15.0,0.0,0.0,1.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,1270.0,1567.0,81.0,26020.0,8332.0,359.0,420.0,85.5,740.0,830.0,89.2,159.0,278.0,57.2,0,0.5,0.5,-0.5,6.0,101.0,5.0,1.0,81.0,32,30,2637,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9,0.02,0.02,0.03,0.02,0.03,1531.0,32.0,13.0,1.0,11.0,3,19.0,0.0,0.0,0.0,0.0,4.0,9.0,1827.0,196.0,893.0,895.0,48.0,12.0,1827.0,9.0,11.0,81.8,14.0,6.0,1161.0,3.0,0,10,18,1,26,0.0,0.0,1,164.0,62.0,47.0,56.9
Ola Aina,ng NGA,DF,Torino,it Serie A,24,1996,16.0,27.0,19,11.0,10.0,6.0,15.0,23.0,65.2,8.0,17.0,3.0,14.0,28,55.0,30.0,0.0,0,10,4,40.0,0.63,0.25,0.0,0.0,23.6,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,37.0,2.32,29.0,2.0,3.0,0.0,3.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,535.0,755.0,70.9,8693.0,3540.0,272.0,316.0,86.1,202.0,280.0,72.1,44.0,93.0,47.3,0,1.6,1.4,-1.6,16.0,43.0,20.0,4.0,52.0,21,17,1437,0,4,0,0.0,0.0,0.0,0.0,0.0,2.0,0.02,0.1,0.12,0.02,0.12,600.0,151.0,9.0,1.0,0.0,34,142.0,0.0,0.0,0.0,0.0,4.0,30.0,931.0,48.0,225.0,435.0,285.0,26.0,931.0,18.0,40.0,45.0,32.0,10.0,524.0,40.0,0,18,28,1,19,0.0,0.0,0,101.0,17.0,25.0,40.5
Rayan Ait Nouri,fr FRA,"DF,MF",Wolves,eng Premier League,20,2001,20.3,64.0,36,46.0,15.0,3.0,22.0,44.0,50.0,22.0,24.0,2.0,22.0,22,86.0,39.0,1.0,1,13,4,30.8,0.64,0.2,0.08,0.25,17.6,0.0,0,0,0.8,0.8,0.06,0.2,0.2,45.0,2.22,30.0,8.0,4.0,0.0,2.0,1.0,6.0,0.3,4.0,1.0,0.0,0.0,1.0,0.0,763.0,1025.0,74.4,12151.0,4064.0,418.0,472.0,88.6,273.0,361.0,75.6,54.0,141.0,38.3,2,1.4,1.1,0.6,17.0,28.0,14.0,10.0,37.0,23,20,1828,1,4,0,0.05,0.1,0.15,0.05,0.15,2.2,0.04,0.07,0.11,0.04,0.11,811.0,211.0,10.0,1.0,7.0,96,172.0,29.0,11.0,16.0,0.0,3.0,19.0,1281.0,50.0,457.0,452.0,392.0,40.0,1281.0,42.0,81.0,51.9,44.0,27.0,730.0,60.0,0,14,20,3,36,1.0,0.0,0,128.0,17.0,13.0,56.7
Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,23,1998,22.2,29.0,18,21.0,6.0,2.0,13.0,21.0,61.9,8.0,19.0,11.0,8.0,26,55.0,74.0,0.0,1,7,1,14.3,0.32,0.05,0.14,1.0,8.8,0.0,0,0,0.8,0.8,0.12,0.2,0.2,33.0,1.5,22.0,6.0,2.0,1.0,1.0,1.0,7.0,0.32,3.0,1.0,2.0,0.0,1.0,0.0,627.0,892.0,70.3,10133.0,4739.0,303.0,372.0,81.5,255.0,342.0,74.6,47.0,105.0,44.8,3,2.2,1.8,0.8,8.0,41.0,13.0,2.0,66.0,24,23,1995,1,5,0,0.05,0.14,0.18,0.05,0.18,3.1,0.04,0.1,0.14,0.04,0.14,734.0,154.0,6.0,2.0,3.0,17,148.0,0.0,0.0,0.0,0.0,4.0,28.0,1089.0,107.0,442.0,479.0,178.0,31.0,1089.0,13.0,18.0,72.2,25.0,7.0,526.0,16.0,0,12,16,0,18,0.0,0.0,0,109.0,49.0,31.0,61.3
Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,27,1994,30.4,36.0,25,5.0,19.0,12.0,7.0,40.0,17.5,33.0,28.0,3.0,25.0,8,44.0,31.0,1.0,12,56,24,42.9,1.84,0.79,0.16,0.38,13.5,0.0,3,3,11.1,8.7,0.16,0.9,0.3,83.0,2.73,62.0,0.0,2.0,9.0,9.0,1.0,10.0,0.33,6.0,0.0,0.0,2.0,2.0,0.0,653.0,906.0,72.1,9171.0,1389.0,386.0,506.0,76.3,172.0,239.0,72.0,43.0,61.0,70.5,8,7.7,4.0,0.3,46.0,30.0,23.0,4.0,44.0,36,31,2738,9,5,1,0.39,0.26,0.66,0.3,0.56,16.4,0.36,0.25,0.62,0.29,0.54,880.0,24.0,1.0,5.0,10.0,17,2.0,0.0,0.0,0.0,0.0,2.0,16.0,1219.0,37.0,102.0,645.0,486.0,135.0,1216.0,14.0,27.0,51.9,70.0,36.0,935.0,205.0,0,40,36,14,25,2.0,0.0,1,86.0,127.0,102.0,55.5
Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,26,1995,25.1,33.0,23,20.0,11.0,2.0,22.0,32.0,68.8,10.0,26.0,15.0,11.0,35,68.0,58.0,0.0,1,13,3,23.1,0.52,0.12,0.08,0.33,11.2,1.0,0,0,1.9,1.9,0.15,-0.9,-0.9,16.0,0.64,12.0,2.0,1.0,1.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,1819.0,2013.0,90.4,36320.0,13836.0,585.0,629.0,93.0,973.0,1018.0,95.6,235.0,314.0,74.8,0,0.1,0.7,-0.1,2.0,122.0,2.0,0.0,90.0,26,25,2261,1,3,0,0.04,0.0,0.04,0.04,0.04,2.0,0.08,0.01,0.08,0.08,0.08,1944.0,66.0,59.0,1.0,26.0,3,7.0,0.0,0.0,0.0,0.0,3.0,10.0,2191.0,198.0,960.0,1182.0,64.0,21.0,2191.0,8.0,9.0,88.9,8.0,1.0,1645.0,9.0,0,19,24,1,23,0.0,0.0,1,164.0,51.0,35.0,59.3
Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,28,1993,20.5,43.0,31,26.0,15.0,2.0,21.0,37.0,56.8,16.0,26.0,7.0,19.0,51,94.0,61.0,0.0,0,10,1,10.0,0.49,0.05,0.0,0.0,19.8,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,26.0,1.27,17.0,4.0,1.0,1.0,3.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,611.0,832.0,73.4,10222.0,3920.0,291.0,341.0,85.3,246.0,322.0,76.4,52.0,109.0,47.7,0,0.4,1.1,-0.4,7.0,38.0,14.0,11.0,35.0,25,21,1844,0,4,0,0.0,0.0,0.0,0.0,0.0,0.9,0.03,0.02,0.05,0.03,0.05,672.0,158.0,18.0,1.0,3.0,45,140.0,0.0,0.0,0.0,0.0,2.0,20.0,1078.0,86.0,403.0,454.0,234.0,9.0,1078.0,12.0,21.0,57.1,27.0,9.0,459.0,25.0,0,23,25,2,31,0.0,1.0,0,112.0,37.0,32.0,53.6
Marley Ake,fr FRA,"FW,MF",Juventus,it Serie A,20,2001,0.9,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,1.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,75.0,184.0,58.0,7.0,8.0,87.5,1.0,2.0,50.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,4,0,77,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,4.0,12.0,8.0,0.0,23.0,0.0,2.0,0.0,3.0,1.0,15.0,2.0,0,6,2,0,0,0.0,0.0,0,3.0,1.0,0.0,100.0
Nathan Ake,nl NED,DF,Manchester City,eng Premier League,26,1995,10.3,16.0,9,7.0,8.0,1.0,6.0,8.0,75.0,2.0,7.0,5.0,2.0,8,24.0,23.0,0.0,2,5,2,40.0,0.49,0.2,0.4,1.0,7.3,0.0,0,0,0.7,0.7,0.15,1.3,1.3,5.0,0.49,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0,878.0,90.7,13200.0,4534.0,373.0,399.0,93.5,384.0,416.0,92.3,29.0,42.0,69.0,0,0.5,0.5,-0.5,2.0,63.0,3.0,0.0,33.0,14,10,923,2,0,0,0.2,0.0,0.2,0.2,0.2,1.3,0.07,0.05,0.12,0.07,0.12,836.0,41.0,15.0,1.0,2.0,1,26.0,0.0,0.0,0.0,0.0,1.0,5.0,953.0,56.0,330.0,525.0,103.0,10.0,953.0,0.0,2.0,0.0,4.0,3.0,742.0,4.0,0,9,2,0,9,0.0,0.0,0,43.0,37.0,12.0,75.5
Ilias Akhomach,es ESP,FW,Barcelona,es La Liga,17,2004,1.4,2.0,0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0,4,2,50.0,2.9,1.45,0.0,0.0,19.0,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,9.0,6.53,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,55.0,81.8,581.0,186.0,29.0,32.0,90.6,13.0,15.0,86.7,1.0,2.0,50.0,0,0.7,0.8,-0.7,4.0,4.0,7.0,2.0,7.0,2,2,124,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.14,0.53,0.67,0.14,0.67,55.0,0.0,0.0,1.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74.0,0.0,8.0,21.0,45.0,6.0,74.0,1.0,3.0,33.3,1.0,1.0,57.0,3.0,0,3,4,0,0,0.0,0.0,0,11.0,1.0,2.0,33.3
Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,19,2002,0.6,2.0,0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0,2.0,0.0,0.0,0,2,1,50.0,3.33,1.67,0.0,0.0,16.0,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,1.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,90.9,254.0,86.0,15.0,15.0,100.0,4.0,6.0,66.7,1.0,1.0,100.0,0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,5.0,7,0,54,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.07,0.23,0.16,0.23,22.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,3.0,12.0,19.0,3.0,34.0,0.0,1.0,0.0,5.0,1.0,29.0,4.0,0,4,1,1,0,0.0,0.0,0,2.0,1.0,2.0,33.3
Paul Akouokou,ci CIV,MF,Betis,es La Liga,23,1997,5.7,14.0,9,5.0,7.0,2.0,8.0,12.0,66.7,4.0,6.0,0.0,6.0,11,25.0,6.0,0.0,0,2,0,0.0,0.35,0.0,0.0,,22.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,7.0,1.22,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,325.0,87.4,4724.0,1363.0,142.0,156.0,91.0,121.0,136.0,89.0,17.0,24.0,70.8,0,0.2,0.3,-0.2,3.0,32.0,2.0,1.0,24.0,8,6,516,0,2,1,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.03,0.04,0.01,0.04,320.0,4.0,4.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,4.0,375.0,12.0,73.0,257.0,46.0,3.0,375.0,6.0,8.0,75.0,2.0,5.0,267.0,3.0,0,13,2,0,9,0.0,0.0,0,42.0,6.0,2.0,75.0
Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,28,1992,3.5,17.0,10,7.0,9.0,1.0,7.0,12.0,58.3,5.0,4.0,2.0,2.0,2,19.0,6.0,0.0,0,3,0,0.0,0.86,0.0,0.0,,18.6,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,3.0,0.86,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,106.0,84.0,1077.0,154.0,61.0,68.0,89.7,24.0,25.0,96.0,1.0,1.0,100.0,0,0.0,0.1,0.0,2.0,6.0,1.0,0.0,1.0,10,4,315,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.06,0.01,0.07,0.06,0.07,106.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,165.0,11.0,45.0,86.0,37.0,1.0,165.0,6.0,10.0,60.0,13.0,4.0,107.0,9.0,0,13,8,0,10,0.0,1.0,0,13.0,4.0,4.0,50.0
Kevin Akpoguma,ng NGA,"DF,FW",Hoffenheim,de Bundesliga,26,1995,17.0,33.0,19,16.0,11.0,6.0,16.0,28.0,57.1,12.0,32.0,2.0,30.0,20,53.0,29.0,2.0,2,12,4,33.3,0.71,0.24,0.17,0.5,12.8,0.0,0,0,1.4,1.4,0.12,0.6,0.6,32.0,1.89,23.0,1.0,3.0,3.0,2.0,0.0,2.0,0.12,1.0,0.0,0.0,1.0,0.0,0.0,691.0,917.0,75.4,11479.0,4667.0,332.0,384.0,86.5,289.0,358.0,80.7,52.0,111.0,46.8,2,2.6,2.0,-0.6,11.0,57.0,11.0,2.0,71.0,26,19,1527,2,5,0,0.12,0.12,0.24,0.12,0.24,4.1,0.08,0.16,0.24,0.08,0.24,742.0,172.0,13.0,0.0,7.0,31,159.0,0.0,0.0,0.0,0.0,3.0,24.0,1114.0,53.0,362.0,514.0,247.0,34.0,1114.0,21.0,47.0,44.7,30.0,9.0,627.0,22.0,0,25,23,4,19,0.0,1.0,0,100.0,17.0,20.0,45.9
David Alaba,at AUT,DF,Real Madrid,es La Liga,29,1992,29.4,23.0,13,15.0,6.0,2.0,9.0,19.0,47.4,10.0,26.0,15.0,11.0,22,45.0,70.0,1.0,2,21,7,33.3,0.72,0.24,0.1,0.29,21.8,7.0,0,0,1.7,1.7,0.09,0.3,0.3,46.0,1.57,39.0,2.0,0.0,4.0,0.0,1.0,8.0,0.27,7.0,0.0,0.0,1.0,0.0,0.0,1788.0,1968.0,90.9,29585.0,10903.0,831.0,870.0,95.5,804.0,859.0,93.6,102.0,161.0,63.4,3,2.1,3.0,0.9,21.0,143.0,15.0,3.0,100.0,30,30,2642,2,2,0,0.07,0.1,0.17,0.07,0.17,3.9,0.06,0.07,0.13,0.06,0.13,1888.0,74.0,34.0,4.0,2.0,40,34.0,3.0,3.0,0.0,0.0,6.0,9.0,2180.0,199.0,910.0,998.0,281.0,41.0,2180.0,4.0,10.0,40.0,18.0,3.0,1695.0,48.0,0,16,6,2,13,0.0,0.0,0,141.0,14.0,22.0,38.9
Sofiane Alakouch,ma MAR,"DF,MF",Metz,fr Ligue 1,23,1998,1.8,7.0,4,3.0,4.0,0.0,2.0,5.0,40.0,3.0,4.0,0.0,4.0,1,8.0,4.0,0.0,0,1,0,0.0,0.57,0.0,0.0,,27.4,0.0,0,0,0.0,0.0,0.04,0.0,0.0,4.0,2.28,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,103.0,80.6,1154.0,309.0,52.0,56.0,92.9,27.0,33.0,81.8,2.0,5.0,40.0,0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,4,0,158,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.02,0.04,0.02,0.04,90.0,13.0,1.0,0.0,1.0,2,12.0,0.0,0.0,0.0,0.0,0.0,7.0,126.0,6.0,31.0,68.0,29.0,0.0,126.0,2.0,4.0,50.0,6.0,2.0,82.0,3.0,0,5,7,0,4,0.0,0.0,0,6.0,0.0,1.0,0.0
Tomas Alarcon,cl CHI,MF,Cádiz,es La Liga,22,1999,15.8,31.0,20,17.0,10.0,4.0,10.0,31.0,32.3,21.0,19.0,7.0,12.0,30,61.0,31.0,0.0,0,15,2,13.3,0.95,0.13,0.0,0.0,24.1,0.0,0,0,1.2,1.2,0.08,-1.2,-1.2,28.0,1.77,14.0,12.0,1.0,0.0,0.0,1.0,2.0,0.13,0.0,2.0,0.0,0.0,0.0,0.0,398.0,572.0,69.6,7977.0,2385.0,159.0,193.0,82.4,139.0,185.0,75.1,82.0,143.0,57.3,1,1.3,1.4,-0.3,14.0,41.0,7.0,4.0,38.0,23,16,1425,0,5,0,0.0,0.06,0.06,0.0,0.06,2.6,0.08,0.08,0.16,0.08,0.16,503.0,65.0,29.0,2.0,15.0,64,3.0,33.0,14.0,14.0,0.0,4.0,18.0,742.0,55.0,218.0,367.0,164.0,9.0,742.0,4.0,8.0,50.0,15.0,10.0,359.0,12.0,0,19,9,1,20,0.0,2.0,0,107.0,15.0,19.0,44.1
Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,28,1992,7.3,6.0,5,0.0,2.0,4.0,2.0,5.0,40.0,3.0,5.0,0.0,5.0,1,7.0,6.0,0.0,6,22,13,59.1,3.02,1.79,0.27,0.46,11.7,0.0,0,1,6.2,5.4,0.25,-0.2,0.6,27.0,3.69,17.0,0.0,6.0,2.0,2.0,0.0,4.0,0.55,3.0,0.0,1.0,0.0,0.0,0.0,115.0,171.0,67.3,1392.0,257.0,68.0,92.0,73.9,30.0,44.0,68.2,3.0,6.0,50.0,0,1.2,1.5,-1.2,7.0,5.0,5.0,0.0,9.0,27,5,655,6,2,0,0.82,0.0,0.82,0.82,0.82,6.6,0.85,0.16,1.02,0.75,0.91,159.0,12.0,0.0,1.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,9.0,261.0,6.0,17.0,112.0,134.0,44.0,260.0,12.0,14.0,85.7,30.0,13.0,196.0,48.0,0,8,8,7,5,1.0,0.0,0,13.0,19.0,23.0,45.2
